Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars)
10.04444444,0.71,21.2037,60,9.982,0,1001.68
9.133333333,0.7,16.5025,54,10.3523,0,1001.57
8.911111111,0.77,14.1197,51,9.982,0,1001.82
8.838888889,0.77,9.4829,70,9.982,0,1002.81
8.777777778,0.77,7.8407,67,10.3523,0,1003.63
7.8,0.83,4.7656,50,9.982,0,1004.04
7.755555556,0.83,6.3112,30,15.8263,0,1004.53
7.755555556,0.83,5.6511,45,14.9569,0,1004.8
7.244444444,0.89,6.3112,30,16.1,0,1005.51
6.733333333,0.89,4.8944,27,15.8263,0,1005.82
7.116666667,0.89,5.8443,13,14.9569,0,1006.16
7.222222222,0.89,6.8103,10,9.982,0,1006.24
6.666666667,0.93,6.2951,342,9.982,0,1006.23
5.722222222,0.93,6.5366,0,9.982,0,1006.35
6.133333333,0.93,10.7387,0,9.982,0,1006.83
6.133333333,0.93,7.9051,0,9.982,0,1006.86
6.994444444,0.88,8.7745,359,9.4024,0,1007.48
7.177777778,0.86,12.5097,0,9.982,0,1008.06
7.222222222,0.86,12.6707,0,8.1305,0,1008.65
7.838888889,0.88,15.0052,0,9.4185,0,1008.59
8.911111111,0.82,14.1358,10,9.982,0,1008.4
9.927777778,0.82,20.3826,9,9.982,0,1008.87
9.961111111,0.77,17.0177,8,9.982,0,1008.75
10.07222222,0.82,17.5007,9,9.982,0,1008.66
11.08888889,0.7,15.9551,10,10.2557,0,1008.93
10.07777778,0.76,15.8746,1,10.2235,0,1009.21
8.983333333,0.88,12.2038,1,8.1305,0,1009.75
8.938888889,0.88,9.4668,3,9.982,0,1010.46
8.794444444,0.9,7.2611,359,9.5956,0,1011.22
8.816666667,0.83,13.9265,1,9.982,0,1011.66
8.283333333,0.86,16.9533,12,15.8263,0,1012.26
7.822222222,0.85,18.0481,30,14.5866,0,1012.68
6.733333333,0.82,17.5651,40,15.8263,0,1013.44
6.733333333,0.82,17.1465,31,15.8263,0,1013.85
6.3,0.87,12.8317,31,13.8138,0,1014.61
6.183333333,0.85,14.007,21,15.8263,0,1015.06
6.138888889,0.82,13.8621,21,15.1823,0,1015.17
5.688888889,0.9,13.2342,10,14.5866,0,1015.97
6.138888889,0.86,14.007,0,9.982,0,1016.56
6.161111111,0.86,9.7083,1,14.9086,0,1017.07
6.122222222,0.87,12.2843,0,9.982,0,1017.67
7.222222222,0.79,14.2002,11,10.2074,0,1018.46
7.222222222,0.79,20.4953,11,10.2557,0,1018.71
7.788888889,0.83,21.2198,10,9.982,0,1019.14
8.938888889,0.76,22.1375,11,9.982,0,1019.48
12.17777778,0.66,25.1321,29,9.982,0,1019.57
12.35,0.66,26.0659,19,9.982,0,1019.39
12.73333333,0.64,25.1643,20,9.982,0,1019.29
12.75555556,0.64,24.7618,2,9.982,0,1019.29
12.27222222,0.65,23.6348,1,10.2235,0,1019.51
11.13333333,0.66,21.8477,11,10.2557,0,1020.07
10.04444444,0.61,30.1392,11,10.2557,0,1020.58
9.083333333,0.67,22.7493,10,10.2235,0,1021.02
7.838888889,0.71,24.7135,21,16.1,0,1021.77
7.283333333,0.73,20.3021,21,16.1,0,1022.36
6.816666667,0.76,19.6259,21,15.1823,0,1022.65
6.2,0.76,24.8584,12,16.1,0,1022.95
5.644444444,0.78,20.5275,20,16.1,0,1022.97
5.144444444,0.81,19.5937,10,15.1823,0,1023.04
4.583333333,0.81,17.2914,12,16.1,0,1023.37
4.583333333,0.81,17.1626,11,16.1,0,1023.08
5.011111111,0.8,16.3254,10,15.1823,0,1023.07
5,0.82,20.0123,30,16.1,0,1023.19
5.022222222,0.82,17.1948,29,10.2557,0,1023.29
6.011111111,0.78,14.6671,29,9.982,0,1023.73
6.138888889,0.79,12.88,49,15.8263,0,1024.26
6.138888889,0.79,12.7834,31,9.982,0,1024.46
7.261111111,0.8,10.5777,30,15.1823,0,1024.45
7.711111111,0.76,12.7351,41,16.1,0,1024.55
7.805555556,0.82,12.7351,40,10.2557,0,1024.64
9.016666667,0.82,4.9105,62,10.3523,0,1024.42
8.938888889,0.82,3.5259,46,9.982,0,1024.42
9.883333333,0.77,5.0393,40,9.982,0,1024.24
9.916666667,0.78,7.4543,6,10.3523,0,1024.34
8.816666667,0.83,12.3487,21,14.9086,0,1024.72
7.777777778,0.83,7.9534,21,14.9086,0,1025.12
7.416666667,0.87,3.3005,351,14.9569,0,1025.63
7.222222222,0.86,3.2683,344,15.8263,0,1025.72
6.688888889,0.89,2.9946,305,15.8263,0,1025.92
6.755555556,0.9,2.2862,346,14.168,0,1026.09
6.622222222,0.89,3.3488,352,14.9086,0,1026.22
6.644444444,0.89,6.2468,323,15.8263,0,1025.93
6.611111111,0.9,5.7799,18,12.4614,0,1025.91
6.111111111,0.89,6.3595,343,14.9086,0,1026.04
6.111111111,0.89,6.3756,0,15.8263,0,1025.86
6.133333333,0.9,10.3684,359,14.9569,0,1025.99
5.483333333,0.89,13.6528,10,15.7297,0,1026.55
3.811111111,0.92,9.4507,9,9.8049,0,1027.35
5.016666667,0.88,11.4632,7,9.7888,0,1027.9
7.2,0.74,21.2037,10,9.9015,0,1028.38
8.872222222,0.72,16.7601,350,9.982,0,1028.86
10.78333333,0.67,15.6009,350,15.1501,0,1028.84
12.22222222,0.57,19.9157,350,15.8263,0,1028.75
12.87222222,0.59,17.2753,339,9.982,0,1028.45
13.81666667,0.54,19.6742,0,10.3523,0,1027.78
13.89444444,0.55,22.057,359,10.2557,0,1027.78
14.91111111,0.51,21.735,359,10.2557,0,1027.78
14.81111111,0.51,19.481,5,10.5777,0,1027.48
12.75555556,0.55,15.4238,18,10.2557,0,1027.68
11.06111111,0.61,9.5151,338,16.1,0,1028.06
8.227777778,0.74,11.8174,311,15.1823,0,1028.36
7.311111111,0.73,12.3004,320,16.1,0,1028.57
6.827777778,0.75,13.9265,340,16.1,0,1028.87
7.038888889,0.75,11.3183,348,15.1823,0,1029.2
6.688888889,0.76,14.1036,10,16.1,0,1029.55
6.083333333,0.76,31.8297,31,16.0517,0,1029.95
4.527777778,0.83,25.1804,30,14.9569,0,1030.33
3.933333333,0.82,27.3378,21,15.8263,0,1030.3
3.911111111,0.82,30.5095,21,15.8263,0,1030.19
3.9,0.83,25.9049,21,14.9569,0,1030.06
3.911111111,0.82,22.0087,30,15.8263,0,1030
3.844444444,0.82,20.2377,29,15.8263,0,1030.5
3.766666667,0.84,20.6885,29,14.5866,0,1030.78
5.027777778,0.82,23.5382,30,15.8263,0,1031.11
7.761111111,0.71,26.8387,30,15.8263,0,1031.57
9.911111111,0.62,21.4291,38,15.1823,0,1031.31
12.2,0.52,24.9872,40,15.8263,0,1031.18
13.81666667,0.47,31.9907,32,15.8263,0,1030.5
13.83333333,0.45,29.8333,12,15.5526,0,1029.74
13.93333333,0.45,34.2125,21,16.1,0,1029.01
13.86111111,0.42,28.3521,32,15.8263,0,1028.79
13.82777778,0.44,27.5954,30,15.3111,0,1028.28
12.75555556,0.45,23.5221,30,16.1,0,1028.4
11.08333333,0.5,20.3504,30,16.1,0,1028.7
9.95,0.54,21.3647,28,15.1823,0,1028.9
8.888888889,0.58,22.057,30,16.1,0,1028.8
8.772222222,0.56,24.7135,30,16.1,0,1028.52
7.588888889,0.59,16.1805,29,15.1823,0,1028.55
6.6,0.62,14.2163,39,16.1,0,1028.59
11.59444444,0.93,6.0053,160,8.4203,0,1007.32
10.97222222,0.93,6.44,100,6.2951,0,1007.81
10.45,0.96,3.059,97,5.8604,0,1007.65
10.38888889,0.96,2.7531,127,4.669,0,1007.73
9.838888889,0.93,2.8497,116,5.0393,0,1007.73
8.794444444,0.94,2.415,205,1.4812,0,1007.74
7.711111111,0.96,7.8246,320,0.8855,0,1008.13
11,1,1.5295,35,5.1359,0,1008.33
12.65,0.9,4.2826,21,6.2629,0,1008.64
16.18333333,0.72,1.6744,332,10.2557,0,1008.9
17.82222222,0.69,2.898,300,10.2557,0,1008.99
18.82777778,0.7,2.3667,258,10.3523,0,1009.05
19.09444444,0.56,3.1073,352,9.982,0,1008.99
21,0.49,7.5509,57,9.982,0,1008.61
21.7,0.47,8.5813,349,10.3523,0,1007.97
22.06666667,0.47,7.9212,12,9.982,0,1007.35
20.02777778,0.57,9.4668,11,9.982,0,1007.13
20.72222222,0.43,4.3631,40,9.982,0,1007.29
18.98888889,0.56,4.3792,144,9.982,0,1007.39
17.82222222,0.69,7.6153,244,9.982,0,1007.39
16.22777778,0.75,4.6851,223,9.982,0,1007.74
14.88333333,0.83,7.4382,181,10.2557,0,1008.22
14.31111111,0.83,6.1502,160,16.1,0,1008.72
13.23333333,0.87,5.4579,187,15.1823,0,1008.65
12.66666667,0.83,3.3649,291,16.1,0,1014.91
11.55555556,0.86,6.2629,251,16.1,0,1014.63
11.90555556,0.82,3.6547,304,14.9569,0,1014.48
10.56111111,0.89,3.22,300,15.8263,0,1014.33
10.51666667,0.86,3.2683,264,16.1,0,1014.53
11.97222222,0.8,4.1699,294,15.1823,0,1014.5
13.91666667,0.83,9.7083,327,10.2557,0,1014.72
16,0.78,8.8389,301,10.2557,0,1014.64
17.53333333,0.68,13.8782,311,10.2235,0,1014.96
18.79444444,0.58,30.8637,319,9.982,0,1015.05
18.96111111,0.56,28.5292,319,9.982,0,1015.42
21.03888889,0.49,23.1035,314,10.5777,0,1015.03
22.12777778,0.39,28.4004,310,10.2557,0,1014.86
22.22222222,0.35,26.7743,320,16.1,0,1014.95
22.12777778,0.33,27.0319,312,15.5526,0,1014.52
22.75555556,0.29,25.3575,301,16.1,0,1014.02
22.77777778,0.21,28.1106,301,16.1,0,1013.64
22.32222222,0.26,23.7314,307,15.5526,0,1013.48
22.17222222,0.25,17.1304,310,16.1,0,1013.51
20.01666667,0.37,12.5097,281,16.1,0,1013.4
17.53888889,0.46,8.9516,280,15.5526,0,1013.64
14.95555556,0.6,0.1449,260,16.1,0,1013.6
14.26111111,0.65,3.22,170,16.1,0,1013.78
12.29444444,0.75,3.1717,212,15.1823,0,1013.76
11.60555556,0.77,3.059,208,16.1,0,1013.56
12.55,0.73,3.1717,159,16.1,0,1013.18
11.22222222,0.81,5.9409,149,15.1823,0,1012.86
11.55555556,0.8,6.1502,150,16.1,0,1012.36
11.50555556,0.78,6.2951,140,16.1,0,1011.97
11.16666667,0.78,10.2235,148,15.1823,0,1011.71
12.13333333,0.73,9.1931,160,16.1,0,1011.46
13.75555556,0.68,10.5777,150,15.6492,0,1011.2
15.15,0.68,13.5884,160,15.3111,0,1011.48
18.72222222,0.57,13.2181,159,15.8263,0,1011.05
21.93888889,0.47,14.6188,160,15.8263,0,1010.85
22.52222222,0.49,8.7101,184,15.5526,0,1010.36
23.67777778,0.46,10.8675,190,16.1,0,1009.74
23.77222222,0.48,11.9301,189,15.8263,0,1009.12
24.83888889,0.45,13.9748,221,15.5526,0,1008.38
24.88333333,0.42,12.1555,208,10.2557,0,1007.77
25.99444444,0.4,16.8889,199,10.2557,0,1006.77
24.9,0.46,14.7798,191,10.5777,0,1006
23.83888889,0.54,10.8192,152,16.1,0,1004.83
22.53888889,0.52,23.4899,162,9.982,0,1003.22
21.97777778,0.54,19.803,170,10.0786,0,1002.5
17.46111111,0.74,20.0767,263,9.9015,0,1002.53
14.72777778,0.87,24.0212,302,9.982,0,1004.93
12.95,0.85,26.2108,302,14.9569,0,1005.99
11.55,0.86,20.4792,311,15.8263,0,1005.94
11.01666667,0.83,17.1143,310,15.8263,0,1005.86
10.56111111,0.87,12.2521,288,14.9569,0,1006.77
9.905555556,0.87,28.2555,290,9.982,0,1008.08
9.4,0.89,27.7081,290,15.8263,0,1009.11
9.438888889,0.9,19.481,279,14.9569,0,1009.72
9.955555556,0.84,20.4148,279,9.982,0,1010.89
11.04444444,0.8,20.4148,262,9.982,0,1011.48
12.02222222,0.77,22.6366,278,10.3523,0,1012.31
12.71111111,0.72,22.4595,280,9.982,0,1012.99
13.91666667,0.67,20.8334,300,9.982,0,1013.6
15.79444444,0.57,21.9604,299,10.3523,0,1013.9
17.08333333,0.48,20.7207,291,9.982,0,1013.82
17.70555556,0.43,17.8066,300,9.982,0,1013.82
17.77222222,0.43,20.8656,282,10.5777,0,1013.89
17.77777778,0.4,17.6295,300,10.2557,0,1013.69
18.72777778,0.38,14.5222,301,10.2557,0,1013.01
17.87222222,0.39,20.1411,296,10.5777,0,1012.9
17.77777778,0.37,17.3558,299,16.1,0,1013.09
17.15,0.41,12.8478,290,16.1,0,1013.01
14.98888889,0.53,8.7262,271,15.5526,0,1013.62
12.17777778,0.72,9.5151,270,16.1,0,1013.9
11.51111111,0.71,3.22,300,16.1,0,1014.3
10.35555556,0.78,1.9642,230,15.1823,0,1014.68
9.311111111,0.86,3.22,190,16.1,0,1015
7.711111111,0.86,3.22,210,16.1,0,1014.9
7.683333333,0.87,6.44,330,15.1823,0,1015.01
7.2,0.93,3.0751,190,16.1,0,1014.68
6.738888889,0.93,3.2039,39,16.1,0,1014.67
6.783333333,0.9,3.7996,54,15.1823,0,1014.4
8.772222222,0.89,3.22,140,16.1,0,1014.76
12.01666667,0.63,8.05,100,16.1,0,1014.49
13.72222222,0.65,9.9498,126,15.5526,0,1014.15
15.99444444,0.53,15.0696,109,16.1,0,1014
17.15,0.42,12.3165,98,15.8263,0,1013.71
17.50555556,0.51,12.1877,115,10.3523,0,1013.72
16.16111111,0.48,21.091,149,10.2557,0,1013.59
18.58888889,0.39,13.846,147,15.8263,0,1013.1
17.38888889,0.49,16.0034,127,10.3523,0,1012.19
17.45555556,0.52,14.4417,138,9.982,0,1011.87
17.5,0.48,9.8371,126,9.982,0,1011.47
14.99444444,0.73,14.1358,340,10.5777,0,1011.14
13.91111111,0.77,12.1877,18,10.2557,0,1011.06
12.82222222,0.83,11.9301,56,10.2557,0,1011.34
12.80555556,0.9,4.0089,65,10.5777,0,1011.69
12.22222222,0.85,5.0393,350,10.2557,0,1011.86
11.68888889,0.92,6.6171,331,15.1823,0,1011.95
11.58333333,0.93,5.3452,25,14.3934,0,1011.78
12.08333333,0.9,3.4937,293,15.1823,0,1011.37
11.55,0.86,11.0607,320,15.1823,0,1011.57
11.01666667,0.87,10.6904,330,14.3934,0,1011.1
10.51111111,0.86,14.49,331,14.9086,0,1010.6
10,0.89,17.3075,340,14.9086,0,1010.3
10.01111111,0.9,16.1,341,13.685,0,1010
11.01666667,0.86,17.4041,0,15.8263,0,1009.6
11.06666667,0.86,21.8638,0,9.982,0,1009.22
11.96111111,0.82,22.9425,359,9.4507,0,1008.83
12.66666667,0.83,23.7153,359,9.982,0,1008.93
12.71111111,0.77,24.8101,350,9.982,0,1008.65
13.66111111,0.74,24.6169,358,9.6278,0,1008.34
12.76111111,0.82,24.2949,359,9.982,0,1008.26
12.82777778,0.89,24.0373,350,9.982,0,1007.78
12.82777778,0.84,22.1536,351,9.6278,0,1007.35
12.78333333,0.89,25.3575,359,9.982,0,1007.27
12.24444444,0.86,28.0945,350,8.1305,0,1007.25
12.30555556,0.93,27.1929,349,5.0393,0,1006.96
12.17777778,0.93,32.5542,350,5.2164,0,1007.11
12.15555556,0.86,38.8332,340,6.118,0,1007.32
11.13333333,0.94,38.479,340,6.2307,0,1006.94
11.04444444,0.86,37.513,330,6.1985,0,1007.34
10.46666667,0.92,34.4218,330,6.2951,0,1006.78
10.38333333,0.9,34.0515,330,7.1001,0,1006.68
10.49444444,0.86,34.4057,330,9.982,0,1006.26
10.51111111,0.83,34.5667,330,15.8263,0,1005.86
10.00555556,0.87,30.8154,330,11.6886,0,1005.47
9.977777778,0.86,34.4057,330,9.982,0,1004.95
9.466666667,0.88,34.5506,330,7.1323,0,1004.47
9.444444444,0.93,33.1177,330,6.9391,0,1004.02
9.933333333,0.86,37.3681,330,9.8049,0,1003.66
9.933333333,0.86,37.4969,330,6.1663,0,1003.18
9.877777778,0.93,34.9048,330,5.6189,0,1003.09
9.983333333,0.92,36.1284,340,7.9695,0,1002.87
10.00555556,0.93,36.1928,330,6.9874,0,1002.85
10.88888889,0.88,33.1338,330,6.0858,0,1002.82
11.04444444,0.93,32.9084,330,4.991,0,1002.55
11.06666667,0.93,28.9156,339,6.0697,0,1002.63
11.10555556,0.93,30.1553,330,7.6153,0,1002.46
11.06666667,0.93,34.2769,330,7.9695,0,1002.34
11.06666667,0.93,31.2501,330,8.1305,0,1002.32
11.92777778,0.88,23.1035,347,9.66,0,1002.82
12.10555556,0.86,25.2931,340,9.8532,0,1003.11
11.08888889,0.93,25.2287,330,9.982,0,1003.3
11.12222222,0.85,22.6527,330,9.982,0,1003.69
11.08888889,0.86,22.2502,330,9.982,0,1003.97
11.06666667,0.89,20.6563,330,15.8263,0,1004.45
11.09444444,0.9,16.6474,340,15.1823,0,1004.83
11.06111111,0.89,14.4417,339,16.1,0,1005.1
10.09444444,0.92,11.5437,320,15.8263,0,1005.29
10.58333333,0.9,11.3183,322,14.9569,0,1005.38
10.55555556,0.89,6.8908,304,15.8263,0,1004.78
10.6,0.86,6.5849,313,15.8263,0,1004.57
10.68333333,0.9,5.796,330,14.9569,0,1004.46
11.16111111,0.93,7.9534,332,6.2951,0,1004.39
11.16111111,0.93,8.0339,353,9.982,0,1004.58
11.16666667,0.93,12.6546,147,3.864,0,1004.96
10.25555556,0.93,20.1894,148,8.1305,0,1005.43
11.27777778,0.93,16.1805,137,9.982,0,1006.11
11.18888889,0.88,15.5848,127,9.982,0,1006.68
12.35555556,0.8,15.3594,128,9.982,0,1007.37
12.38333333,0.8,15.4882,128,9.982,0,1008.06
12.37777778,0.8,22.3629,119,10.3523,0,1008.42
12.87222222,0.82,15.456,129,9.982,0,1008.88
12.85,0.82,16.9372,130,9.982,0,1009.12
12.85,0.78,16.4864,119,10.3523,0,1009.62
12.87222222,0.77,13.6045,120,9.982,0,1010.03
12.77777778,0.77,11.0446,110,10.2557,0,1010.43
12.18888889,0.82,7.5509,80,10.5777,0,1010.94
12.17222222,0.8,7.7119,38,15.1823,0,1011.53
11.64444444,0.83,5.9731,69,15.1823,0,1012.04
11.12777778,0.88,6.118,44,15.1823,0,1012.22
11.11111111,0.89,5.957,48,16.1,0,1012.33
11.06111111,0.89,5.9731,39,16.1,0,1012.13
11.06111111,0.88,5.7799,29,15.1823,0,1011.98
10.53333333,0.93,3.5581,352,16.0517,0,1011.84
10.53333333,0.93,6.279,357,15.8263,0,1011.66
10.95,0.9,3.4293,315,11.0124,0,1011.87
11.06666667,0.87,0.4025,316,9.5634,0,1011.93
11.06666667,0.93,3.542,293,9.6761,0,1012.42
12.01666667,0.88,2.4633,303,9.5151,0,1012.77
12.27777778,0.86,3.2844,262,9.982,0,1013.02
13.9,0.82,5.1198,272,9.982,0,1013.18
14.73888889,0.71,8.2432,281,9.4507,0,1013.06
16.07222222,0.59,5.152,279,9.982,0,1013.2
16.04444444,0.63,9.6439,279,9.982,0,1013.19
16.00555556,0.68,9.0643,257,10.3523,0,1013.27
17.17777778,0.63,15.3916,242,9.982,0,1013.29
16.13888889,0.72,20.1089,231,9.982,0,1013.29
15.76111111,0.79,16.3254,216,9.982,0,1013.48
16.03888889,0.72,15.7941,232,9.982,0,1013.61
14.88333333,0.78,14.0714,232,9.982,0,1014.02
13.76111111,0.79,15.0213,250,10.2235,0,1014.49
12.73333333,0.9,11.0285,241,10.2557,0,1014.91
13.21666667,0.83,11.0446,250,16.1,0,1015.59
12.51666667,0.88,6.9713,246,15.1501,0,1015.86
12.08333333,0.9,11.27,250,15.8263,0,1015.9
11.55555556,0.93,6.4078,231,15.8263,0,1016
11.11666667,0.93,6.3273,225,14.168,0,1016.15
10.95555556,0.93,6.4239,231,11.9784,0,1016.3
10.91111111,0.93,6.44,240,11.9784,0,1016.39
10.35555556,0.94,5.8604,250,11.6081,0,1016.53
9.822222222,1,4.7495,171,8.05,0,1016.88
12.06666667,0.87,3.3488,179,9.982,0,1017.08
12.63888889,0.85,8.6135,153,9.982,0,1017.4
13.88888889,0.77,9.2575,134,9.982,0,1017.57
14.97777778,0.68,10.8353,143,9.982,0,1017.68
16.04444444,0.64,9.2575,158,10.3523,0,1017.88
16.13333333,0.67,12.6868,169,9.982,0,1017.75
17.77777778,0.65,11.0124,168,9.982,0,1017.56
17.75555556,0.6,10.4167,185,10.3523,0,1017.21
17.73333333,0.57,11.0124,179,9.982,0,1016.98
17.75555556,0.56,12.6385,179,9.982,0,1016.79
17.82222222,0.53,10.1108,164,10.3523,0,1016.71
17.77777778,0.57,9.0965,191,9.982,0,1016.48
17.63333333,0.61,2.8819,132,9.982,0,1016.6
16.03333333,0.77,4.347,124,10.5777,0,1016.82
13.83888889,0.83,4.6046,130,9.982,0,0
13.15,0.9,3.2039,129,16.1,0,1017.88
12.96666667,0.87,6.0697,140,14.8764,0,1017.9
12.04444444,0.87,3.22,150,15.7297,0,1017.89
10.97222222,0.93,6.2468,131,15.7297,0,1017.8
10.54444444,0.93,3.3488,148,14.0875,0,1017.86
10,0.93,6.1502,130,8.05,0,1017.76
9.955555556,0.93,6.279,129,8.05,0,1017.69
10,0.96,3.4615,124,7.9856,0,1017.9
11.05,0.93,5.0393,130,8.05,0,1018.07
12.16111111,0.87,9.2414,141,9.982,0,1018.26
15.87222222,0.79,5.635,160,14.168,0,1018.37
17.71111111,0.7,8.0178,167,16.1,0,1018.28
18.88888889,0.65,12.5258,160,9.982,0,1018.37
20.93333333,0.53,11.8496,170,10.3523,0,1018.6
21.13333333,0.46,15.6009,161,10.2557,0,1018.37
22.17222222,0.46,12.8478,169,10.2557,0,1018.26
22.19444444,0.39,12.1877,169,10.5777,0,1017.88
22.8,0.41,11.2217,170,10.2557,0,1017.26
23.79444444,0.34,8.0822,206,10.2557,0,1016.96
22.79444444,0.38,8.7745,160,10.5777,0,1016.89
22.70555556,0.38,5.1842,155,10.2557,0,1016.56
22.10555556,0.46,4.7656,158,10.2557,0,1016.28
18.18333333,0.62,8.5491,128,10.5777,0,1016.43
17.68888889,0.66,9.4829,121,16.1,0,1016.68
16.51111111,0.73,6.279,111,16.1,0,1017
14.36666667,0.84,3.0751,104,15.1823,0,1017.18
12.06666667,0.9,2.9463,119,16.1,0,1008.54
10.92777778,0.87,0,0,10.2074,0,1008.73
10.6,0.93,2.2379,49,14.3612,0,1008.67
9.816666667,0.93,5.8604,140,15.8263,0,1008.43
9.794444444,0.93,3.2361,146,2.2057,0,1008.11
9.555555556,0.93,9.177,138,5.0071,0,1008.13
9.861111111,0.93,2.9624,148,8.05,0,1008.32
12,0.87,4.7012,129,9.9015,0,1008.61
12.68888889,0.91,0.6601,56,9.3702,0,1008.93
16.05,0.79,3.3488,88,10.2074,0,1009.18
17.33888889,0.72,9.4507,129,9.982,0,1009.26
17.9,0.7,8.7262,133,9.982,0,1009.7
20.06666667,0.57,9.4024,138,9.982,0,1009.76
20.03888889,0.49,11.0929,80,8.1305,0,1009.35
17.86666667,0.67,7.9695,138,10.2718,0,1008.76
19,0.64,3.0912,36,9.982,0,1008.09
22.08333333,0.47,3.0268,137,9.982,0,1007.52
19.12777778,0.58,10.9641,113,10.3523,0,1007.91
17.67222222,0.65,7.8085,98,9.982,0,1008.21
17.10555556,0.67,16.4381,108,9.982,0,1008.44
15.03888889,0.77,13.9104,111,9.982,0,1009.19
13.93333333,0.83,13.5401,128,16.1,0,1009.42
13.88888889,0.8,6.2951,170,16.1,0,1009.54
12.88333333,0.86,5.5384,39,15.1823,0,1009.78
13.24444444,0.86,3.22,100,16.1,0,1017.1
12.15555556,0.9,3.1717,110,16.0517,0,1017.2
11.7,0.93,2.8336,59,14.3612,0,1017.17
10.48888889,0.93,3.22,0,9.982,0,1017.2
10.51111111,0.93,3.22,20,9.982,0,1017.21
10.17777778,0.93,3.3649,43,9.982,0,1017.3
12.55,0.9,0,0,14.9086,0,1017.61
16.91111111,0.73,3.22,100,15.8263,0,1017.61
19.58333333,0.59,7.1967,135,15.5526,0,1017.42
21.01666667,0.54,9.2414,121,16.1,0,1017.52
22.73333333,0.42,8.9033,73,9.982,0,1017.52
23.62222222,0.38,8.7906,130,10.5777,0,1017.73
23.86111111,0.33,9.0643,80,10.2557,0,1017.81
24.92777778,0.31,7.7924,52,9.982,0,1017.9
24.87777778,0.32,8.5008,54,10.3523,0,1017.71
24.97222222,0.32,4.2826,26,9.982,0,1017.61
26.01666667,0.31,7.1967,21,9.982,0,1017.5
24.95,0.32,2.6726,60,10.3523,0,1017.35
24.92777778,0.34,9.2253,9,9.982,0,1017.3
23.79444444,0.39,7.7924,9,10.2557,0,1017.4
21.27222222,0.51,0.6118,21,15.5526,0,1017.69
17.68333333,0.66,0,0,16.1,0,1018.19
16.98888889,0.72,3.22,80,16.1,0,1018.6
15.20555556,0.8,1.3202,133,15.1823,0,1018.89
13.83888889,0.86,3.22,100,16.1,0,1019.1
14.28333333,0.78,3.1878,108,16.1,0,1018.92
12.95555556,0.87,2.7048,23,15.1823,0,1018.96
12.66111111,0.87,0,0,16.0517,0,1019.21
12.06111111,0.9,3.22,40,15.8263,0,1019.31
11.72777778,0.93,3.2844,113,14.9569,0,1019.51
13.68333333,0.9,8.05,140,16.0517,0,1019.81
17,0.76,7.7763,139,16.1,0,1020
19.81111111,0.7,4.8139,133,15.1823,0,1020.09
21.20555556,0.63,9.4507,119,16.1,0,1020.28
22.87222222,0.56,9.4829,139,16.1,0,1020.19
24.92222222,0.47,10.5294,136,10.5777,0,1020.21
25.09444444,0.49,9.6439,148,16.1,0,1020.08
26.13333333,0.39,12.4614,132,16.1,0,1019.69
27,0.37,7.8729,108,15.5526,0,1019.48
27.22222222,0.37,7.9534,123,16.1,0,1019.09
27.22222222,0.33,10.8997,151,16.1,0,1018.69
27.14444444,0.33,9.9498,138,15.5526,0,1018.3
26.13333333,0.39,7.728,141,16.1,0,1017.91
24.97777778,0.42,9.1126,140,16.1,0,1018.08
22.89444444,0.52,4.2504,130,15.5526,0,1018.01
19.83888889,0.68,3.0751,110,16.1,0,1018.1
18.70555556,0.73,3.1717,108,16.1,0,1018.4
16.85555556,0.79,2.737,26,15.5526,0,1018.5
16.52777778,0.81,3.22,80,16.1,0,1018.3
15.46111111,0.84,3.0751,80,16.1,0,1018.11
14.63888889,0.9,3.9928,118,15.5526,0,1018
13.33333333,0.93,0,0,16.1,0,1018
12.77777778,0.93,3.22,30,15.1823,0,1017.99
12.91111111,0.93,3.0912,76,14.168,0,1017.93
15.88333333,0.82,4.83,140,15.1823,0,1017.9
17.66666667,0.78,9.0482,129,16.1,0,1017.89
20.02222222,0.69,10.2557,128,15.1823,0,1018.18
22.82777778,0.62,11.0124,148,16.1,0,1018.16
23.96111111,0.5,14.1841,158,16.1,0,1017.96
26.1,0.44,13.7333,158,15.5526,0,1017.76
27.24444444,0.39,14.2807,149,16.1,0,1017.47
27.77777778,0.38,17.5812,131,16.1,0,1017.26
27.76666667,0.35,13.1376,153,15.5526,0,1016.76
27.82222222,0.31,12.7995,159,16.1,0,1016.18
27.82222222,0.31,13.9587,141,16.1,0,1015.86
27.86111111,0.33,12.4614,146,15.5526,0,1015.54
27.24444444,0.32,11.1573,158,16.1,0,1015.06
26.03888889,0.42,12.7029,120,16.1,0,1014.97
23.82222222,0.5,10.3523,110,15.5526,0,1014.99
22.6,0.57,10.7065,110,16.1,0,1015.07
22.04444444,0.57,11.0446,110,16.1,0,1015.48
20.07777778,0.69,10.4328,132,15.1823,0,1015.5
18.73333333,0.75,10.7065,149,16.1,0,1015.86
18.35555556,0.75,10.9158,159,16.1,0,1015.56
16.84444444,0.81,10.304,140,15.1823,0,1015.56
16.13888889,0.84,10.7226,150,16.1,0,1015.64
15.53333333,0.87,13.685,130,16.0517,0,1015.07
15.02222222,0.87,10.0625,126,14.168,0,1014.89
16,0.79,4.9588,157,15.8263,0,1014.98
